`courseid`	`course`	`coursename`	`credit`	`required`	`description`
`102080`	`ENGL323`	`Advanced Skills in Tutoring Writing`	`3`	`You must complete ENGL321 with a C or better.`	`This course expands students¿ knowledge of writing tutoring theory and practice while providing them with a strong foundation in standard English grammar and ESL teaching and tutoring methods. Students apply what they<br />learn to tutoring situations in the Writing Center and use their experiences as tutors to make connections with course readings and activities.`
`054084`	`ENGL324`	`Theories of Communication and Technology`	`3`	`You must complete ENGL300 or MCS 222 with a C or better.`	`This course focuses on important theories and issues in communication and technology studies, exploring them from various historical and contemporary perspectives. Students will become acquainted with the major movements in the field and the scholars who have shaped them.`
`054085`	`ENGL326`	`The Structure of English`	`3`	`You must have completed ENGL 100 or ENGL 100 equivalent with a grade of C or better to take this course.`	`An advanced study of some of the important theories of grammatical structure, intended especially for prospective teachers or writers. This course should not be viewed as a remedial course.`
`054086`	`ENGL330`	`Researching Communicative Practices`	`3`	``	`This course examines some of the issues, questions, concerns, and challenges faced by those interested in learning about why, how, and when people use writing and other communicative tools to help them accomplish specific goals.  The course examines the way school-based writing has been researched and represented as well as how communicative practices associated with the workplace, the home, and the community have been researched and represented.  Some of the questions this course seeks to address:  What do researchers hope to gain by examining how children, college-aged students, famous writers, housewives, prisoners, office workers, web designers, and engineering teams use writing as well as other communicative resources to accomplish specific objectives?  How do researchers decide upon their methods, and how do they choose their projects' participants?  Finally, how are the results of their studies represented for an audience?  Students will be required to research and write about various communicative practices, including ones in their own lives.`
`054087`	`ENGL331`	`Contemporary British Literature`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`An examination of selected works in British literature from the 1930s to the present, with emphasis on literary developments since World War II. This course is repeatable for a maximum of 6 credits.`
`054088`	`ENGL332`	`Contemporary American Literature`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`An examination of selected works in American literature from the 1930s to the present, with emphasis on literary developments since World War II. This course is repeatable for a maximum of 12 credits.`
`100344`	`ENGL332H`	`Contemporary American Literature`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`An examination of selected works in American literature from the 1930s to the present, with emphasis on literary developments since World War II. This course is repeatable for a maximum of 12 credits.`
`102102`	`ENGL334`	`Medieval Literature`	`3`	`You must have completed ENGL301 with a grade of C or better.`	`A study of the poetry, drama, and/or prose of the medieval period, c. 350-1500. Topics vary each semester taught.`
`102103`	`ENGL336`	`Medieval and Early Modern Drama`	`3`	`You must have completed ENGL301 with a grade of C or better.`	`A study of medieval and/or early modern drama, largely excluding Shakespeare.`
`102104`	`ENGL339`	`Early Modern Literature`	`3`	`You must have completed ENGL301 with a grade of C or better.`	`A study of the poetry and prose of the sixteenth and seventeenth centuries.`
`054089`	`ENGL340`	`Major Literary Traditions and Movements`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`An examination of works that represent selected literary movements or periods that have shaped British and American literature. Topics to be announced each semester offered. This course is repeatable for credit.`
`054090`	`ENGL342`	`Principles and Practices of Visual Literacy`	`3`	`You must complete ENGL 100 and a 200 level ENGL course with a grade of C or better.`	`This course emphasizes the visual aspect of communication and its important role in meaning-making. Now, perhaps more than ever, visual images are used to produce, represent, identify, and circulate information. The facility to code and decode these visual images is an essential part of what it means to be literate today. Exploring the conventions of visual communication as well as the adaptation of those conventions to specific situations, students will read about visual literacy, analyze specific instances of visual communication, and construct visuals that communicate meaning in various contexts.`
`054091`	`ENGL343`	`Introduction to Genre Analysis`	`3`	`You must complete ENGL 100 and a 200 level ENGL course with a grade of C or better.`	`This course explores the role of genre in shaping society and the everyday actions of individuals. Students will explore the following questions: What constitutes a genre, and what functions does it accomplish in the world? How does a genre work to stabilize knowledge and particular realities in various contexts? How can the use of genre promote social change? What happens when genre expectations are not met, that is, when the genre conventions accepted by a particular community are flouted either intentionally or by mistake? As students formulate answers to these questions, they will come to understand genres not as static categories but as dynamic ways of processing information that shape the world we inhabit.`
`054092`	`ENGL344`	`Topics in Textual Studies`	`3`	`You must complete one ENGL course with a C or better.`	`This course will take up a range of topics associated with the production, editing, circulation, preservation and reception of texts. Topics to be announced each semester offered.`
`054093`	`ENGL345`	`Topics in Literature and History`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`This course analyzes literary texts, broadly defined, in their contemporary historical contexts. Topics to be announced every semester offered. Note: May be repeated for credit with permission of the advisor. This course is repeatable for a maximum of 6 credits or 2 attempts.`
`050050`	`ENGL346`	`Literary Themes`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`The origin and development of selected themes through various genres and periods. Topics to be announced each semester offered. This course is repeatable.`
`100445`	`ENGL346H`	`Literary Themes - Honors`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`The origin and development of selected themes through various genres and periods. Topics to be announced each semester offered. Recommended Preparation: Completion of a 200-level literature course with a grade of C or better. This course is repeatable for credit.`
`054094`	`ENGL347`	`Contemporary Developments in Literature & Culture`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`In this course, we will seek to identify key developments in recent and contemporary culture and the major intellectual and aesthetic influences that help shape our values and actions. This course is repeatable for a maximum of 9 credits or 3 attempts.`
`050053`	`ENGL348`	`Literature and Culture`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`A study of the relationship between literature and culture, with emphasis on literature as the product and manifestation of cultural forces. Topics are announced each semester offered. This course is repeatable.`
`050096`	`ENGL349`	`The Bible and Literature`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`A study of the relationship between the Bible and selected literary texts.`
`054096`	`ENGL350`	`Major British and American Writers`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`An examination of selected works of one or more British and/or American writers. Topics to be announced each semester offered. This course is repeatable for credit.`
`054097`	`ENGL351`	`Studies in Shakespeare`	`3`	`You must have completed ENGL250 or ENGL301 with a grade of C or better.`	`Studies in Shakespeare's major works. Specific topics will be announced each semester. By focusing on a particular theme or idea, or a particular set of plays, etc., this course will provide the English major with an in-depth examination of Shakespeare's times and works. This course is repeatable for credit.`
`054098`	`ENGL353`	`Rhetorical Theory`	`3`	`You must complete ENGL 100 and a 200 level ENGL course with a grade of C or better.`	`This course provides an introduction to the concept of rhetorical theory and explores a number of theories that have developed with the purpose of understanding language in use. Readings may include classical as well as modern rhetorical theories and will map the evolution of various rhetorical concepts such as audience and context. Because the study of rhetoric seeks to explain the material and ideological effects of language, students will be asked to make connections between everyday language use and broader issues of identity, power and agency.`
`054099`	`ENGL355`	`Communicative Practices and Play Theory`	`3`	``	`In his 2005 publication, "At Play in the Fields of Writing: A Serio-Ludic Rhetoric," Albert Rouzie argues that "the deeply entrenched divisions between work and play, seriousness and frivolity, and order and chaos...ultimately impoverished our culture's approach to literacy" (27). This course will explore how some of these "deeply entrenched divisions between work and play" came about, and then it will examine how recent attempts to anneal the work/play split promise to positively impact our abilities to make and negotiate meaning in a rapidly changing world. Course readings will be drawn from a variety of fields and disciplines including Rhetoric and Composition, Literacy Studies, New Media Studies, Gaming Studies, Sociology, Psychology, Education and Anthropology. Recommended Preparation: ENGL 100 and a 200-level English course with grades of C or better.`
`054100`	`ENGL360`	`The Literature of Minorities`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`Readings in and analysis of the literature of a racial, ethnic, sexual or social group of America or Great Britain. This is not an overall survey, but it focuses on an aspect of the literature of one group; e.g., black-American fiction, American-Indian poetry. Topics to be announced each semester offered. This course is repeatable for a maximum of 6 credits.`
`050022`	`ENGL361`	`Studies in Black Drama`	`3`	`You must complete AFST 261.`	`The portrayal of the black experience in plays by primarily black dramatists. Examination of problems encountered in reading or producing plays of black writers. Experiments and new directions in black drama and theatre. Selections will treat a specific historical period, theme or group of dramatists from one or more areas of concentration: Africa, the United States, Caribbean and Latin America. Topics to be announced each semester offered. This course is repeatable up to 6 credits.`
`052085`	`ENGL362`	`Studies in Black Poetry`	`3`	`You must complete AFST 260 or AFST 261.`	`Examination of a theme, group of poets, or historical period in the development and evolution of black poetry. The special contribution of poetry in the development of a black ethos and a black consciousness. Poets may come from one or more of three geographic areas: Africa, the United States, the Caribbean and Latin America. Special selections of black poetry from other areas may be included. Topics to be announced each semester offered. This course is repeatable up to 6 credits.`
`050085`	`ENGL364`	`Perspectives on Women in Literature`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`Reading and analysis of literature by or about women. The course intends to familiarize students both with major women writers and with ways in which women have been portrayed in literature. Particular attention will be paid to issues of canonization, gender and genre, as well as to the development of a female literary tradition. Topics to be announced each semester offered. This course is repeatable for credit.`
`054101`	`ENGL366`	`World Literature Written in English`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`A study of writers from English-speaking countries (e.g., Canada and Australia) whose works and national literary traditions are not covered in the standard British-American literary curriculum, and of those writers (e.g., Indian and Nigerian) whose native language is not English, but who have chosen to write in it to reach a wide international audience. Some attention is paid to the political implications of such choices and to the distinctive linguistic and rhetorical features of such works. This course is repeatable for a maximum of 12 credits.`
`054103`	`ENGL369`	`Race and Ethnicity in U.S. Literature`	`3`	`You must complete a 200 level ENGL course with a C or better.`	`This course examines how notions of race and ethnicity are represented, contested, and reconsidered in U.S. fiction of the mid-nineteenth century through the present. Special attention will be paid to how race intersects with gender, sexuality, and class. Course readings are drawn from writers of a range of ethnic backgrounds.`
`054104`	`ENGL371`	`Creative Writing-Fiction`	`3`	`You must have completed ENGL 271 with a grade of C or better.`	`A second course in the writing of prose fiction.`
`054105`	`ENGL372`	`Creative Writing: Scriptwriting`	`3`	`You must complete ENGL272 with a grade of C or better.`	`A second course in scriptwriting, with variable emphasis on drama, film, television, radio and interactive multimedia.`
`054106`	`ENGL373`	`Creative Writing-Poetry`	`3`	`You must have completed ENGL  273 with a grade of C or better.`	`A second course in writing poetry.`
`054107`	`ENGL375`	`Masterworks for Creative Writers`	`3`	`You must have completed ENGL271 or ENGL272, or ENGL273 with a grade of C or better.`	`An examination of major English and American writers with emphasis on their style, prosody and techniques of composition. Creative-writing students will explore the connections between critical analysis and the imaginative creation of literature. Students will be encouraged to write their own works while studying that of the "masters."`
`054108`	`ENGL379`	`Principles and Practices in Technical Communication`	`3`	`You must complete ENGL301 with a grade of C or better.`	`This course introduces students to writing that communicates information, often of a technical nature, to non-experts who must use or act upon that information. Students will analyze and practice a variety of genres, including memos, reports, instructions and proposals; learn techniques of audience accommodation; and explore rhetorical principles involved in researching, designing, drafting and testing effective documents. Students can expect to work collaboratively and to develop their skills in producing multimedia documents.`
`054109`	`ENGL380`	`Introduction to News Writing`	`3`	`You must complete ENGL100  or equivalent with a C or better.`	`An introduction to news reporting with emphasis on techniques of news gathering and the principles of editing. The course explores problems of news reporting in the various mass media.`
`054110`	`ENGL382`	`Feature Writing`	`3`	`You must complete ENGL100  or equivalent with a C or better.`	`An introduction to writing feature and magazine-length articles for publication. The material will be gathered by the student on people, places, things and activities in and around Baltimore. The course includes research and interviewing techniques, writing for a specific audience or market, and practice in editing manuscripts.`
`054111`	`ENGL383`	`Science Writing`	`3`	`You must have completed ENGL100 or equivalent with a grade of C or better.`	`This course introduces the student to the realities of modern print journalism and offers supervised practice in preparing various types of stories on scientific subjects. The three major areas of concentration are media for science communications, translating the languages of science and writing the science story.`
`101761`	`ENGL384`	`Topics in Journalism`	`3`	`You must complete ENGL 100 and any ENGL 200 or ENGL300 level English course with a C or better.`	`Topics will focus closely on areas of journalism ranging from historical trends in journalism in the 19th and early 20th century as well as the rise of the tabloid press and the modern development of digital news media. Topics may include the history of the press in the United States, press law, the significance of other news media such as television and radio broadcasting, and the ways that the Internet and digital news coverage have changed the way we become informed about local, regional, national and international news. Topics to be announced each semester offered. This course is repeatable for a maximum of 9 credits or 3 attempts.`
`054112`	`ENGL385`	`New Media and Digital Literacies`	`3`	`You must complete ENGL 100 and a 200 level ENGL course with a grade of C or better.`	`This course aims to promote "digital literacy." That is, it aims to help students gain understanding of the ways in which new media are used to produce, consume, and represent information and cultural objects, processes that are increasingly linked to the production of culture itself. To this end, students will analyze the technologies and artifacts of new media. As students read, analyze, and construct new media texts, they will learn about the historical and theoretical contexts for the development of these dynamic and still emerging technologies. Students will come to understand the ways in which these technologies are increasingly responsible for the cultural landscape of our daily lives.`
`054113`	`ENGL386`	`Adult Literacy Tutoring: Theory and Practice`	`4`	``	`Students in this course will discuss theories of language and literacy acquisition pertaining to adult learners. They will then apply these theories in actual tutoring experiences. In addition, students will read and respond in writing to contemporary research concerning the social, political, and economic causes of illiteracy as well as suggested ways to ameliorate illiteracy on the social and individual levels. Authors whose work students may read include Paulo Freire, John Dewey, W.E.B. DuBois, Mike Rose, Glenda Hull, and Denny Taylor. This course requires that students spend four hours per week serving as tutors to adult literacy learners in a Baltimore City community center.`
`054114`	`ENGL387`	`Web Design and Multimedia Authoring`	`3`	`You must complete ENGL 100 and a 200 level ENGL course with a grade of C or better.`	`This course will give students a foundation in the production and analysis of digital texts. Like other kinds of texts, digital texts require the exercise of language: in this case, the "languages" of code and image. We will thus learn to use Hypertext Markup Language (XHTML) and Cascading Style Sheets (CSS) - the code basis of web texts - in order to gain a thorough understanding of digital writing. We will also learn to "read" digital texts in their many incarnations - web texts, hypertexts, and interactve media (CD/DVD) texts. We will learn the complexities of digital narrative and design, and learn how to compose creative and critical texts in our new medium.`
`054115`	`ENGL391`	`Advanced Exposition and Argumentation`	`3`	`You must  have completed ENGL100 or equivalent with a grade of C or better.`	`This course shows students how to locate, gather and arrange information to produce sophisticated arguments. The course will contain readings drawn from various disciplines.`
`054117`	`ENGL391E`	`Advanced Exposition and Argumentation for ESL Students`	`3`	`You must complete ENGL110 with a C or better and have Sophomore standing or higher.`	`This course shows students how to locate, gather and arrange information to produce sophisticated arguments. The course will contain readings drawn from various disciplines.`
`054118`	`ENGL392`	`Tutorial in Writing`	`3`	`You must complete ENGL100  or equivalent with a C or better.`	`This course of individualized instruction in writing should be taken in conjunction with an upper-level course in the student's major field. Students will write on topics in ENGL 392 that are not assigned in the upper-level course.`
`054119`	`ENGL393`	`Technical Communication`	`3`	`You must have completed ENGL100 or equivalent or ENGL391 with a grade of C or better.`	`This course teaches students from various disciplines to communicate technical information effectively. The course's emphases on critical thinking, synthesis, analysis, and the writing process help students to inform and persuade their audiences through the composition of technical documents. Reflecting a professional writing style and document design principles, these documents demonstrate how text and visuals work together to reach different audiences with specific needs. Students also develop oral communication and collaborative skills along with technological and visual literacy.`
`054120`	`ENGL393E`	`Technical Communication  for ESL Students`	`3`	`You must complete ENGL 110 with a C or better and be at a Junior-level standing.`	`This course is designed to teach students with diverse backgrounds and interests how to communicate technical information effectively. With the course's emphases on critical thinking, synthesis and analysis,students learn how to inform and persuade in technical documents that require strategic decisions on content, organization, writing style anddocument design. These documents are applicable to many disciplines and to the workplace, and they demonstrate how text and visuals worktogether to reach various audiences with specific needs. Students also work to develop oral communication, technological and visual literacy, and collaborative skills.`
`054121`	`ENGL394`	`Technical Editing`	`3`	`You must complete ENGL393 with a C or better.`	`A logical supplement to ENGL 393: Technical Editing, the course provides specialists with tools to refine professional writing. This course continues to focus on various formats, such as abstracts, lab reports, review papers and journal articles. Copy-editing and substantive editing techniques will be learned and applied to technical level, organization, format, style, content and graphics presentation.`
`050067`	`ENGL396`	`Methods of Teaching English in the Secondary Schools`	`3`	`You must complete EDUC 412.`	`This course examines how notions of race and ethnicity are represented, contested, and reconsidered in U.S. literature. Special attention will be paid to how race intersects with gender, sexuality, and class. Course readings are drawn from writers of a range of ethnic backgrounds. Recommended Preparation: Completion of 200-level literature course with a grade of C or better.`
`054123`	`ENGL397`	`Tutorial in Creative Writing`	`0`	`You must complete ENGL 371 or ENGL 373.`	`An individualized course for advanced students in creative writing.`
`054124`	`ENGL398`	`Journalism Internship`	`0`	`You must complete ENGL 380 or ENGL 382 or ENGL 383 with a C or better.`	`Practical experience in professional journalism. Student interns work as staff writers for a local newspaper and report regularly to the department's journalism advisor. Students gain extensive experience in news writing, layout and publication design, and they are expected to compile a substantial portfolio of published work. Variable credit course repeatable for a maximum of 8 credits.`
`054125`	`ENGL399`	`Introduction to Honors Project`	`1`	``	`An introduction to research methods and survey of the ways in which literary works can be studied. Designed to help English honors candidates explore topics, authors and procedures to begin shaping the subject and method of the senior honors project. Recommended Preparation: Departmental honors candidacy.`
`054126`	`ENGL400`	`Special Projects in English`	`0`	``	`Open to students with special projects - whether in literature, language or writing - on application to the instructor who will supervise the project. Application forms for special projects are available in the department office. Variable credit course repeatable for a maximum of 8 credits.`
`054127`	`ENGL401`	`Methods of Interpretation`	`3`	`You must have completed ENGL301 with a grade of C or better.`	`A course on theory and practice of interpretation. ENGL 401 examines contemporary interpretation theories and the ways in which they may be applied to literature. It introduces students to various approaches to interpretation and helps them to locate the values and methods underlying various interpretive practices, including their own.`
`054129`	`ENGL403`	`Advanced Creative Writing: Non-Fiction`	`3`	`You must complete ENGL 303 or ENGL  332H with a C or better.`	`An advanced course in writing and reading creative non-fiction. With the aim of building a portfolio in creative non-fiction, students will examine and practice such genres as literary travel writing, the personal essay, literary journalism, and memoir.`
`054131`	`ENGL405`	`Seminar in Literary History`	`3`	``	`An examination of some aspect of literature within a historical framework. Recommended Preparation: ENGL 301 with a grade of C or better and senior standing. Permission of the instructor is required. This course is repeatable for a maximum of 12 credits.`
`054132`	`ENGL407`	`Language in Society`	`3`	`You must complete ENGL301 with a grade of C or better.`	`In this course, students will study written texts and documents to learn how language actually functions in various social settings. It provides students with essential skills and methods of sociolinguistic analysis in the context of actual discourse communities. Students also will learn the politics of language use in various academic and professional contexts and the crucial role language plays in shaping our physical, cultural and economic realities.`
`054133`	`ENGL409`	`Advanced Topics in Genre Studies`	`3`	``	`This course is repeatable for credit.`
`054134`	`ENGL410`	`Seminar in Genre Studies`	`3`	``	`An examination of the forms and developments of literary genres (fiction, poetry, drama, autobiography, etc.) or an intensive study of one or two writers in a given genre. Topics to be announced each semester offered. Recommended Preparation: ENGL 301 with a grade of C or better and senior standing. Permission of the instructor is required. This course is repeatable for a maximum of 12 credits or 4 attempts.`
`054130`	`ENGL411`	`Advanced Topics in Literary History`	`3`	``	` `
`102058`	`ENGL413`	`Advanced Topics in Medieval and Early Modern Literature`	`3`	`You must complete any 300-level ENGL with a grade of C or better.`	`Study of medieval/early modern literary texts, with focus on theoretical approaches to specific topics.Topics vary each semester offered.`
`050069`	`ENGL414`	`Adolescent Literature`	`3`	``	`A survey of literature written especially for adolescents of school age (12-18 years). Selections read cut across genre and age groups. Emphasis is on understanding the literature from an adolescent's point of view and on devising teaching strategies to create and enhance an adolescent's understanding of the works. Attention also is paid to the development of critical skills and criteria for evaluating adolescent literature. Prerequisite: Admission to teacher education and permission of the department`
`050070`	`ENGL415`	`Materials for Teaching Reading`	`3`	``	`This course is designed to assist pre-service and in-service teachers in understanding literacy acquisition and processes by observing and analyzing children's language, reading and writing development as well as examining current and historical issues in language and literacy practice and research. It is organized around current, accepted, research-based theoretical models that account for individual differences in reading. Introduction to language structures including spoken syllables, phonemes, graphemes, and morphemes is included in this course. Participants will apply knowledge of the core areas of language to reading acquisition in terms of first and second language acquisition, typical development and exceptionalities. Participants will be introduced to current scientific research.`
`054135`	`ENGL416`	`Advanced Topics in Literature and Other Arts`	`3`	``	`This course is repeatable for a maximum of 12 credits.`
`054136`	`ENGL417`	`Seminar in Literature and Other Arts`	`3`	`You must complete ENGL301 with a grade of C or better and have junior or senior standing.`	`An intensive study of the relationships between literature and music, film and the fine arts. Topics to be announced each semester offered. This course is repeatable for a maximum of 12 credits.`
`054138`	`ENGL419`	`Seminar in Literature and the Sciences`	`3`	``	`An intensive study of the relationships between literature and some aspect of the physical, natural or social sciences. Topics to be announced each semester offered. Recommended Preparation: ENGL 301 with a grade of C or better and senior standing. Permission of instructor is required. This course is repeatable for credit.`
`054140`	`ENGL431`	`Seminar in Contemporary British and American Literature`	`3`	``	`Advanced studies in selected works of modern British and/or American literature. The emphasis is on literary developments since World War II. Topics to be announced each semester offered. Recommended Preparation: ENGL 301 with a grade of C or better and senior standing. Permission of instructor is required.`
`101928`	`ENGL435`	`Digital Humanities`	`3`	`You must have completed ENGL 300 with a C or better.`	`This course will provide an undergraduate-level exposure to the digital humanities, covering several distinct areas within the field including humanities computing, critical code studies, and new media studies. It will introduce students to foundational and state-of-the-art humanities computing tools for the analysis and archiving of texts, and expose students to current trends in and criticism of digital literature and interactive fiction/game theory. Students will be expected to work with code and software tools. Recommended Course Preparation : ENGL387 This course is repeatable for a maximum of 9 credits or 3 attempts.`
`054142`	`ENGL442`	`Seminar In Visual Literacy`	`3`	`You must have completed ENGL 300 with a C or better.`	`This course focuses on the impact of new media on an evolving visual and technological literacy. The course will examine literacy development and expectations in contemporary communication forms. To ground the study we will begin with a solid history of literacy development, both visual and textual, across cultures. The course goal is both to understand how we see and how we communicate in various cultural contexts. Practical applications will include both composing and designing in the computer-mediated classroom. We will explore art history, reading and writing theory, and the evolution and sociological expectations of literacy development. Technology's impact on our literacy practices is great in scope; only by comparing print literacy with electronic literacy can we truly begin to understand, interpret, and create documents that meet contemporary visual and textual literacy expectations.`
`050093`	`ENGL447`	`Online Voice and Community`	`3`	``	`The social capital that shapes communities can be strengthened by technology. In fact, online communities, across cultures, have provided the space for disenfranchised and silenced voices - voices for literacy, for freedom, for politics, for support, for justice. The purposes vary, but the design, engagement, and outcome of successful online communities all share the attribute of valued voice. Using Kollack, Powazek and others, students will examine culturally specific online communities, analyzing text, voice, ethics, language, and structure. As well as studying, evaluating, and analyzing aspects of online voice, students will participate in online communities. The course will incorporate online communication as well as traditional writing processes. This course is repeatable for a maximum of 12 credits.`
`054143`	`ENGL448`	`Seminar in Literature and Culture`	`3`	``	`An intensive study of the relationships between literature and culture, with emphasis on literature as a product and manifestation of cultural forces. Topics to be announced each semester offered. Recommended Preparation: ENGL 301 with a grade of C or better and senior standing. Permission of the instructor is required. This course is repeatable for a maximum of 12 credits.`
`050091`	`ENGL449`	`Seminar in Genre Analysis`	`3`	`You must complete ENGL301 with a grade of C or better and have junior or senior standing.`	`Taught in an electronic classroom, Genre Analysis will be guided by the theory and methodologies, primarily, of Swales and Bakhtin. Students will conduct what Swales calls textographies or studies of text and situation. In particular, we will examine the rhetoric of academia, science, media and law, both print and electronic. During the course, students will employ multi-methodologies to study text, including observation, discourse analysis, interview, and think-aloud protocols. We will also investigate academic writing and the development of academic language and literacy. The face-to-face course will incorporate online communication, as well as traditional writing processes and will explore rhetorical analysis as compared to genre analysis.`
`054145`	`ENGL451`	`Seminar in Major Writers`	`3`	``	`An intensive study of one or two major British and/or American writers. Topics to be announced each semester offered. Note: May be repeated for credit with permission of the advisor. Recommended Preparation: ENGL 301 with a grade of C or better and senior standing. Permission of the instructor is required.`
`054147`	`ENGL461`	`Seminar in Minority Literature`	`3`	``	`The study of a form, period, major figure or theme in the literature of one ethnic, racial, sexual or social minority group in America or Great Britain. Topics to be announced each semester offered. Recommended Preparation: ENGL 301 with a grade of C or better and senior standing. Permission of the instructor is required.`
`101891`	`ENGL464`	`Studies in Women and Literature`	`3`	`You must complete any 300 level English Course with a grade of C or better`	`The study of literature by or about women with an introduction to feminist literary theory and methods. The course will address questions of canonicity and a female literary tradition. It will examine the relationship between gender and genre, identify patterns of gender representation, and introduce students to key terms and questions in the scholarly study of gender and sexuality. The course topic will be announced each semester. Also listed as GWST 464. This course is repeatable for a maximum of 9 credits or 3 attempts.`
`101892`	`ENGL469`	`Studies in Race and Ethnicity`	`3`	`You must complete any 300 level English Course with a grade of C or better`	`A focused study of race and ethnicity in literature and the relevant theoretical frameworks that shape the field. This course is not bound to a specific time period or region and may center on a particular author, genre, literary form, historical moment, or critical methodology. Topics will vary each semester. This course is repeatable for a maximum of 9 credits or 3 attempts.`
`054148`	`ENGL471`	`Advanced Creative Writing-Fiction`	`3`	`You must have completed ENGL 371 with a grade of C or better.`	`An advanced course in writing fiction.`
`054149`	`ENGL473`	`Advanced Creative Writing-Poetry`	`3`	`You must have completed ENGL373 with a grade of C or better.`	`An advanced course in writing poetry.`
`054150`	`ENGL475`	`Special Studies in Creative Writing`	`3`	``	`A course in which advanced writing students can work with students from other arts in a joint project. The course is defined and guided by one or more faculty members from the disciplines involved. Recommended Preparation: Six hours of creative writing in at least two of the following three areas: English, theatre or visual arts.`
`054151`	`ENGL480`	`Seminar in Advanced Journalism`	`3`	``	`An intensive study of one or more areas in the field of journalism, such as reporting, editing, newspaper management, mass media and the history of journalism. Topics to be announced each semester offered. Recommended Preparation: ENGL 380 with a grade of C or better, senior standing and permission of the instructor.`
`101762`	`ENGL481`	`Advanced Topics in Journalism`	`3`	`You must complete ENGL380 and ENGL382 with a C or better.`	`This course builds on skills developed in 300-level journalism courses. It will focus on advanced topics in areas of journalism, including subjects with both a literary and historical perspective. Advanced topics may also include an in-depth examination of press law, the history of the press in the United States, the role of women in journalism from an historical perspective and modern developments in a digital news age. Topics to be announced each semester offered.`
`050090`	`ENGL483`	`Writing in the Sciences`	`3`	`You must have completed ENGL100 or equivalent with a grade of C or better.`	`This course examines scientific writing. Offered with an electronic communication across the curriculum focus, students will hone science writing style and form. Among the texts we will investigate and practice are professional science articles, proposals, abstracts, reports and literature reviews. Students will collect, analyze, and report data on topics ranging from climactic changes, pollution, and deforestation to disease control, genetic research, scientific ethics and medicine.`
`050064`	`ENGL485`	`The Teaching of Writing`	`3`	`You must complete a CLPT course or EDUC course.`	`An introduction to theories and techniques of writing instruction. Current theory and research is applied in the development of a repertoire of approaches to writing instruction and curriculum development. Students examine research that analyzes writing from linguistic, psychological and developmental perspectives. Direct experience in personal writing reinforces theoretical study of the processes of composition and enables prospective teachers to improve their own writing skills. Each student designs a model writing program or course, including a rationale for choices made, that demonstrates how specific features of the course or program will be taught.`
`054152`	`ENGL486`	`Seminar in Teaching Composition: Theory and Practice`	`3`	`You must have Junior or Senior standing.`	`This course examines our changing understanding of the teaching of composition during the past 30 years by tracing key theories and pedagogies across this period. These sometimes conflicting approaches to the teaching of writing include the following orientations: cognitive, expressivist, social constructivist and political. The course is intended for current and prospective teachers of English at elementary, secondary and post-secondary levels.`
`054153`	`ENGL488`	`Seminar in Computer Assisted Writing Instruction`	`3`	`You must have Junior or Senior standing.`	`This course introduces the methods of computer-assisted writing instruction to current and prospective teachers across the curriculum. It allows participants to practice these methods in class and provides opportunities for discussion and investigation. Designed for educators in all disciplines and at all levels, elementary through university, this course invites participants to explore ways of integrating technologies into their own classrooms and curricula. This course is repeatable for credit.`
`054154`	`ENGL490`	`Advanced Topics in the English Language`	`3`	`You must complete ENGL301 with a grade of C or better and have junior or senior standing.`	`A historical and linguistic study of the English language from its origins in Old English to World English, as well as language issues in contemporary America. This course is repeatable for a maximum of 12 credits.`
`054155`	`ENGL491`	`Seminar in Topics in the English Language`	`3`	`You must complete ENGL301 with a grade of C or better and have junior or senior standing.`	`A historical and linguistic study of the English language from its origins in Old English to World English, as well as language issues in contemporary America. This course is repeatable for a maximum of 6 credits.`
`054157`	`ENGL493`	`Seminar in Communication and Technology`	`3`	``	`Intensive review of issues and research in communication and technology. Emphasis may vary from historical to contemporary and include various objects of inquiry and research methods. Note: May be repeated for created with permission of the instructor. Recommended Preparation: Senior standing and permission of the instructor. This course is repeatable for a maximum of 6 credits or 2 attempts.`
`054158`	`ENGL494`	`American English Structure for ESL/FL Teachers: Syntax and Mrphology`	`3`	``	`The course examines the syntactical, phonological and morphological systems of modern American English, with particular attention to areas most relevant to teachers of English as a second or foreign language. The systems are examined primarily through the transformational model of grammar. The course includes techniques for teaching specific grammatical structures.`
`054159`	`ENGL495`	`Internship`	`0`	``	`Practical experience in applying communication and research skills in an actual work setting. Student interns perform six to eight hours of supervised tasks each week for a newspaper, television or radio station, advertising company, publishing house or other similar agency. Internship opportunities are individually arranged by the English department in cooperation with the sponsoring agency. Prerequisite: Upper-division status, at least a 3.0 cumulative grade point average overall and permission of the department's internship coordinator. Variable credit course repeatable for a maximum of 8 credits.`
